Material,Plant,Quantity,UnitofMeasure,EntryDate,DebitCredit
'1010333',BAR1,16329.6,KG,2023-08-16,H
'1010333',BAR1,16329.6,KG,2023-08-20,H
'1010333',BAR1,16329.6,KG,2023-08-26,H
'1010333',BAR1,16329.6,KG,2023-08-30,H
'1010333',BAR1,16329.6,KG,2023-09-01,H
'1010333',BAR1,16329.6,KG,2023-09-06,H
'1010333',BAR1,16329.6,KG,2023-09-07,H
'1010333',BAR1,25401.6,KG,2023-09-09,S
'1010333',BAR1,13789.44,KG,2023-09-11,S
'1010333',BAR1,8709.12,KG,2023-09-11,S
'1010333',BAR1,2903.04,KG,2023-09-11,S
'1010333',BAR1,16306.92,KG,2023-09-19,H
'1010333',BAR1,16329.6,KG,2023-09-29,H
'1010333',BAR1,16329.6,KG,2023-09-30,H
'1010333',BAR1,16329.6,KG,2023-10-05,H
'1010333',BAR1,16329.6,KG,2023-10-14,H
'1010333',BAR1,16329.6,KG,2023-10-17,H
'1010333',BAR1,14878.08,KG,2023-10-18,H
'1010333',BAR1,16329.6,KG,2023-10-19,H
'1010333',BAR1,25401.6,KG,2023-10-19,S
'1010333',BAR1,10160.64,KG,2023-10-19,S
'1010333',BAR1,680.4,KG,2023-10-19,S
'1010333',BAR1,45.36,KG,2023-10-19,S
'1010333',BAR1,14515.2,KG,2023-10-19,S
'1010333',BAR1,226.8,KG,2023-10-19,S
'1010333',BAR1,589.68,KG,2023-10-19,S
'1010333',BAR1,635.04,KG,2023-10-19,S
'1010333',BAR1,5080.32,KG,2023-10-19,S
'1010333',BAR1,1451.52,KG,2023-10-19,S
'1010333',BAR1,17418.24,KG,2023-10-19,S
'1010333',BAR1,113.4,KG,2023-10-19,S
'1010333',BAR1,249.48,KG,2023-10-19,S
'1010333',BAR1,362.88,KG,2023-10-19,S
'1010333',BAR1,7257.6,KG,2023-10-19,S
'1010333',BAR1,5080.32,KG,2023-10-19,S
'1010333',BAR1,12337.92,KG,2023-10-19,S
'1010333',BAR1,13789.44,KG,2023-10-20,S
'1010333',BAR1,8709.12,KG,2023-10-20,S
'1010333',BAR1,2903.04,KG,2023-10-20,S
'1010333',BAR1,17418.24,KG,2023-10-20,S
'1010333',BAR1,226.8,KG,2023-10-20,S
'1010333',BAR1,1451.52,KG,2023-10-20,S
'1010333',BAR1,635.04,KG,2023-10-20,S
'1010333',BAR1,5080.32,KG,2023-10-20,S
'1010333',BAR1,589.68,KG,2023-10-20,S
'1010333',BAR1,16329.6,KG,2023-10-22,H
'1010333',BAR1,16329.6,KG,2023-10-24,H
'1010333',BAR1,16329.6,KG,2023-10-26,H
'1010333',BAR1,16329.6,KG,2023-10-28,H
'1010333',BAR1,16329.6,KG,2023-11-04,H
'1010333',BAR1,16329.6,KG,2023-11-07,H
'1010333',BAR1,16329.6,KG,2023-11-08,H
'1010333',BAR1,17418.24,KG,2023-11-11,S
'1010333',BAR1,7983.36,KG,2023-11-11,S
'1010333',BAR1,24675.84,KG,2023-11-11,S
'1010333',BAR1,725.76,KG,2023-11-11,S
'1010333',BAR1,15240.96,KG,2023-11-11,S
'1010333',BAR1,10160.64,KG,2023-11-11,S
'1010333',BAR1,3628.8,KG,2023-11-11,S
'1010333',BAR1,20321.28,KG,2023-11-11,S
'1010333',BAR1,1451.52,KG,2023-11-11,S
'1010333',BAR1,1451.52,KG,2023-11-13,S
'1010333',BAR1,15966.72,KG,2023-11-13,S
'1010333',BAR1,7983.36,KG,2023-11-13,S
'1010333',BAR1,16329.6,KG,2023-11-15,H
'1010333',BAR1,16329.6,KG,2023-11-17,H
'1010333',BAR1,16329.6,KG,2023-11-24,H
'1010333',BAR1,16329.6,KG,2023-11-30,H
'1010333',BAR1,16329.6,KG,2023-12-02,H
'1010333',BAR1,12292.56,KG,2023-12-12,H
'1010333',BAR1,16329.6,KG,2023-12-13,H
'1010333',BAR1,25401.6,KG,2024-01-03,S
'1010333',BAR1,25401.6,KG,2024-01-03,S
'1010333',BAR1,16329.6,KG,2024-01-08,H
'1010333',BAR1,18144.0,KG,2024-01-08,H
'1010333',BAR1,20321.28,KG,2024-01-08,H
'1010333',BAR1,25991.28,KG,2024-01-08,H
'1010333',BAR1,16329.6,KG,2024-01-10,H
'1010333',BAR1,16329.6,KG,2024-01-12,H
'1010333',BAR1,21047.04,KG,2024-01-17,S
'1010333',BAR1,4354.56,KG,2024-01-17,S
'1010333',BAR1,16715.16,KG,2024-01-18,H
'1010333',BAR1,16715.16,KG,2024-01-18,S
'1010333',BAR1,16329.6,KG,2024-01-18,H
'1010333',BAR1,476.28,KG,2024-01-18,S
'1010333',BAR1,249.48,KG,2024-01-18,S
'1010333',BAR1,9434.88,KG,2024-01-18,S
'1010333',BAR1,15240.96,KG,2024-01-18,S
'1010333',BAR1,4354.56,KG,2024-01-22,S
'1010333',BAR1,5080.32,KG,2024-01-22,S
'1010333',BAR1,15966.72,KG,2024-01-22,S
'1010333',BAR1,5806.08,KG,2024-01-25,S
'1010333',BAR1,13789.44,KG,2024-01-25,S
'1010333',BAR1,16329.6,KG,2024-01-26,H
'1010333',BAR1,22.68,KG,2024-02-03,S
'1010333',BAR1,703.08,KG,2024-02-03,S
'1010333',BAR1,11612.16,KG,2024-02-03,S
'1010333',BAR1,13063.68,KG,2024-02-03,S
'1010333',BAR1,15966.72,KG,2024-02-05,H
'1010333',BAR1,7257.6,KG,2024-02-13,S
'1010333',BAR1,18144.0,KG,2024-02-13,S
'1010333',BAR1,16329.6,KG,2024-02-21,H
'1010333',BAR1,23224.32,KG,2024-02-24,S
'1010333',BAR1,2177.28,KG,2024-02-24,S
'1010333',BAR1,15240.96,KG,2024-03-09,S
'1010333',BAR1,10160.64,KG,2024-03-09,S
'1010333',BAR1,4354.56,KG,2024-03-09,S
'1010333',BAR1,21047.04,KG,2024-03-09,S
'1010333',BAR1,25401.6,KG,2024-03-09,S
'1010333',BAR1,1451.52,KG,2024-03-09,S
'1010333',BAR1,14515.2,KG,2024-03-09,S
'1010333',BAR1,7983.36,KG,2024-03-09,S
'1010333',BAR1,725.76,KG,2024-03-09,S
'1010333',BAR1,680.4,KG,2024-03-09,S
'1010333',BAR1,453.6,KG,2024-03-09,S
'1010333',BAR1,362.88,KG,2024-03-09,S
'1010333',BAR1,417493.44,KG,2024-03-11,H
'1010333',BAR1,417493.44,KG,2024-03-11,S
'1010333',BAR1,16329.6,KG,2024-03-11,H
'1010333',BAR1,45.36,KG,2024-03-15,S
'1010333',BAR1,680.4,KG,2024-03-15,S
'1010333',BAR1,5080.32,KG,2024-03-15,S
'1010333',BAR1,19595.52,KG,2024-03-15,S
'1010333',BAR1,249.48,KG,2024-03-15,S
'1010333',BAR1,476.28,KG,2024-03-15,S
'1010333',BAR1,725.76,KG,2024-03-15,S
'1010333',BAR1,4354.56,KG,2024-03-15,S
'1010333',BAR1,19595.52,KG,2024-03-15,S
'1010333',BAR1,16329.6,KG,2024-03-16,H
'1010333',BAR1,1451.52,KG,2024-03-16,S
'1010333',BAR1,23950.08,KG,2024-03-16,S
'1010333',BAR1,16329.6,KG,2024-03-19,H
'1010333',BAR1,1451.52,KG,2024-03-22,H
'1010333',BAR1,476.28,KG,2024-04-01,S
'1010333',BAR1,748.44,KG,2024-04-01,S
'1010333',BAR1,226.8,KG,2024-04-01,S
'1010333',BAR1,5806.08,KG,2024-04-01,S
'1010333',BAR1,18144.0,KG,2024-04-01,S
'1010333',BAR1,2903.04,KG,2024-04-01,S
'1010333',BAR1,4354.56,KG,2024-04-01,S
'1010333',BAR1,18144.0,KG,2024-04-01,S
'1010333',BAR1,25401.6,KG,2024-04-01,S
'1010333',BAR1,6531.84,KG,2024-04-06,S
'1010333',BAR1,18869.76,KG,2024-04-06,S
'1111003',BAR1,18750.0,KG,2022-06-14,S
'1111003',BAR1,800.0,KG,2022-06-15,S
'1111003',BAR1,225.0,KG,2022-06-15,S
'1111003',BAR1,2250.0,KG,2022-06-15,S
'1111003',BAR1,15000.0,KG,2022-06-15,S
'1111003',BAR1,18000.0,KG,2022-06-15,S
'1111003',BAR1,500.0,KG,2022-06-15,S
'1111003',BAR1,18750.0,KG,2022-06-16,S
'1111003',BAR1,18750.0,KG,2022-08-23,S
'1111003',BAR1,18750.0,KG,2022-08-25,S
'1111003',BAR1,18750.0,KG,2022-09-01,S
'1111003',BAR1,18750.0,KG,2022-09-02,S
'1111003',BAR1,18750.0,KG,2022-09-12,S
'1111003',BAR1,5250.0,KG,2022-09-20,S
'1111003',BAR1,325.0,KG,2022-09-20,S
'1111003',BAR1,12750.0,KG,2022-09-20,S
'1111003',BAR1,15900.0,KG,2022-10-03,H
'1111003',BAR1,5900.0,KG,2022-10-03,H
'1111003',BAR1,1825.0,KG,2022-10-03,H
'1111003',BAR1,375.0,KG,2022-10-03,H
'1111003',BAR1,7500.0,KG,2022-10-03,H
'1111003',BAR1,750.0,KG,2022-10-03,H
'1111003',BAR1,15750.0,KG,2022-10-03,H
'1111003',BAR1,22500.0,KG,2022-10-11,H
'1111003',BAR1,1500.0,KG,2022-10-11,H
'1111003',BAR1,750.0,KG,2022-10-20,H
'1111003',BAR1,11250.0,KG,2022-10-20,H
'1111003',BAR1,13500.0,KG,2022-10-29,H
'1111003',BAR1,1500.0,KG,2022-10-29,H
'1111003',BAR1,3750.0,KG,2022-10-29,H
'1111003',BAR1,19000.0,KG,2022-11-25,S
'1111003',BAR1,18750.0,KG,2022-11-25,S
'1111003',BAR1,200.0,KG,2022-11-25,S
'1111003',BAR1,0.0,KG,2022-12-16,S
'1111003',BAR1,0.0,KG,2022-12-16,S
'1111003',BAR1,0.0,KG,2022-12-16,S
'1111003',BAR1,0.0,KG,2022-12-16,S
'1111003',BAR1,0.0,KG,2022-12-16,S
'1111003',BAR1,0.0,KG,2022-12-16,S
'1111003',BAR1,0.0,KG,2022-12-16,S
'1111003',BAR1,0.0,KG,2022-12-16,S
'1111003',BAR1,0.0,KG,2022-12-16,S
'1111003',BAR1,0.0,KG,2022-12-16,S
'1111003',BAR1,0.0,KG,2022-12-16,S
'1111003',BAR1,0.0,KG,2022-12-16,S
'1111003',BAR1,0.0,KG,2022-12-16,S
'1111003',BAR1,0.0,KG,2022-12-16,S
'1111003',BAR1,0.0,KG,2022-12-16,S
'1111003',BAR1,0.0,KG,2022-12-16,S
'1111003',BAR1,0.0,KG,2022-12-16,S
'1111003',BAR1,16500.0,KG,2022-12-20,S
'1111003',BAR1,300.0,KG,2022-12-20,S
'1111003',BAR1,300.0,KG,2022-12-20,S
'1111003',BAR1,16500.0,KG,2022-12-20,S
'1111003',BAR1,3000.0,KG,2022-12-23,S
'1111003',BAR1,150.0,KG,2022-12-23,S
'1111003',BAR1,13600.0,KG,2022-12-23,S
'1111003',BAR1,15000.0,KG,2022-12-30,H
'1111003',BAR1,3525.0,KG,2022-12-30,H
'1111003',BAR1,225.0,KG,2022-12-30,H
'1111003',BAR1,11250.0,KG,2023-01-03,H
'1111003',BAR1,7500.0,KG,2023-01-03,H
'1111003',BAR1,16500.0,KG,2023-01-04,S
'1111003',BAR1,300.0,KG,2023-01-04,S
'1111003',BAR1,300.0,KG,2023-01-04,S
'1111003',BAR1,16500.0,KG,2023-01-04,S
'1111003',BAR1,15750.0,KG,2023-01-05,H
'1111003',BAR1,3000.0,KG,2023-01-05,H
'1111003',BAR1,16500.0,KG,2023-01-05,S
'1111003',BAR1,300.0,KG,2023-01-05,S
'1111003',BAR1,18750.0,KG,2023-01-10,H
'1111003',BAR1,300.0,KG,2023-01-10,S
'1111003',BAR1,16500.0,KG,2023-01-10,S
'1111003',BAR1,15000.0,KG,2023-01-14,H
'1111003',BAR1,750.0,KG,2023-01-14,H
'1111003',BAR1,1500.0,KG,2023-01-14,H
'1111003',BAR1,3750.0,KG,2023-01-17,H
'1111003',BAR1,3750.0,KG,2023-01-26,H
'1111003',BAR1,11250.0,KG,2023-01-26,H
'1111003',BAR1,7500.0,KG,2023-01-26,H
'1111003',BAR1,6250.0,KG,2023-01-26,H
'1111003',BAR1,1250.0,KG,2023-01-26,H
'1111003',BAR1,16200.0,KG,2023-01-30,S
'1111003',BAR1,525.0,KG,2023-01-30,S
'1111003',BAR1,300.0,KG,2023-01-30,S
'1111003',BAR1,16500.0,KG,2023-01-30,S
'1111003',BAR1,15450.0,KG,2023-01-31,H
'1111003',BAR1,3300.0,KG,2023-01-31,H
'1111003',BAR1,5625.0,KG,2023-02-02,H
'1111003',BAR1,5275.0,KG,2023-02-04,H
'1111003',BAR1,13475.0,KG,2023-02-04,H
'1111003',BAR1,3750.0,KG,2023-02-14,H
'1111003',BAR1,500.0,KG,2023-02-14,H
'1111003',BAR1,1250.0,KG,2023-02-14,H
'1111003',BAR1,5625.0,KG,2023-02-15,S
'1111003',BAR1,225.0,KG,2023-02-15,H
'1111003',BAR1,250.0,KG,2023-02-18,H
'1111003',BAR1,5750.0,KG,2023-02-18,H
'1111003',BAR1,12750.0,KG,2023-02-18,H
'1111003',BAR1,18750.0,KG,2023-02-24,H
'1111003',BAR1,16500.0,KG,2023-02-24,S
'1111003',BAR1,300.0,KG,2023-02-24,S
'1111003',BAR1,15000.0,KG,2023-03-04,H
'1111003',BAR1,3750.0,KG,2023-03-04,H
'1111003',BAR1,17400.0,KG,2023-04-07,H
'1111003',BAR1,1500.0,KG,2023-04-07,H
'1111003',BAR1,300.0,KG,2023-04-24,S
'1111003',BAR1,16500.0,KG,2023-04-24,S
'1111003',BAR1,16500.0,KG,2023-05-12,S
'1111003',BAR1,300.0,KG,2023-05-12,S
'1111003',BAR1,625.0,KG,2023-05-16,H
'1111003',BAR1,300.0,KG,2023-07-05,S
'1111003',BAR1,16500.0,KG,2023-07-05,S
'1111003',BAR1,300.0,KG,2023-10-14,H
'1111003',BAR1,14700.0,KG,2023-10-14,H
'1111003',BAR1,15000.0,KG,2023-11-06,H
'1111003',BAR1,2250.0,KG,2023-11-06,H
'1111003',BAR1,750.0,KG,2023-11-06,H
'1111003',BAR1,375.0,KG,2023-11-06,H
'1111003',BAR1,25.0,KG,2023-11-06,H
'1111003',BAR1,350.0,KG,2023-11-06,H
'1111003',BAR1,13500.0,KG,2023-11-13,H
'1111003',BAR1,6500.0,KG,2023-11-13,H
'1111003',BAR1,10000.0,KG,2023-11-16,H
'1111003',BAR1,16800.0,KG,2023-11-16,S
'1111003',BAR1,750.0,KG,2023-11-25,H
'1111003',BAR1,17400.0,KG,2023-11-25,H
'1111003',BAR1,600.0,KG,2023-11-25,H
'1111003',BAR1,575.0,KG,2023-11-30,S
'1111003',BAR1,16200.0,KG,2023-11-30,S
'1111003',BAR1,600.0,KG,2023-11-30,S
'1111003',BAR1,16200.0,KG,2023-11-30,S
'1111003',BAR1,225.0,KG,2023-12-04,H
'1111003',BAR1,15600.0,KG,2023-12-04,H
'1111003',BAR1,1800.0,KG,2023-12-08,H
'1111003',BAR1,16800.0,KG,2023-12-08,S
'1111003',BAR1,16800.0,KG,2023-12-13,S
'1111003',BAR1,16800.0,KG,2023-12-22,S
'1111003',BAR1,16800.0,KG,2024-01-09,S
'1111003',BAR1,550.0,KG,2024-01-09,S
'1111003',BAR1,575.0,KG,2024-01-09,S
'1111003',BAR1,15600.0,KG,2024-01-09,S
'1111003',BAR1,16800.0,KG,2024-01-10,S
'1111003',BAR1,200.0,KG,2024-01-24,S
'1111003',BAR1,16800.0,KG,2024-02-13,S
'1111003',BAR1,16800.0,KG,2024-02-13,S
'1111003',BAR1,16800.0,KG,2024-02-13,S
'1111003',BAR1,1200.0,KG,2024-02-28,H
'1111003',BAR1,9600.0,KG,2024-03-04,H
'1111003',BAR1,400.0,KG,2024-03-04,H
'1111003',BAR1,16800.0,KG,2024-04-02,S
'1111003',BAR1,20000.0,KG,2024-04-06,H
'1111044',BAR1,1350.0,KG,2023-03-31,S
'1111044',BAR1,15450.0,KG,2023-03-31,S
'1111044',BAR1,16500.0,KG,2023-03-31,S
'1111044',BAR1,300.0,KG,2023-03-31,S
'1111044',BAR1,15750.0,KG,2023-04-25,S
'1111044',BAR1,675.0,KG,2023-04-25,S
'1111044',BAR1,375.0,KG,2023-04-25,S
'1111044',BAR1,16500.0,KG,2023-04-25,S
'1111044',BAR1,300.0,KG,2023-04-25,S
'1111044',BAR1,100.0,KG,2023-04-25,S
'1111044',BAR1,15750.0,KG,2023-04-25,S
'1111044',BAR1,725.0,KG,2023-04-25,S
'1111044',BAR1,16500.0,KG,2023-04-25,S
'1111044',BAR1,300.0,KG,2023-04-25,S
'1111044',BAR1,16500.0,KG,2023-04-25,S
'1111044',BAR1,300.0,KG,2023-04-25,S
'1111044',BAR1,16500.0,KG,2023-04-26,S
'1111044',BAR1,300.0,KG,2023-04-26,S
'1111044',BAR1,525.0,KG,2023-04-26,S
'1111044',BAR1,12000.0,KG,2023-04-26,S
'1111044',BAR1,450.0,KG,2023-04-26,S
'1111044',BAR1,3750.0,KG,2023-04-26,S
'1111044',BAR1,300.0,KG,2023-04-27,S
'1111044',BAR1,16500.0,KG,2023-04-27,S
'1111044',BAR1,300.0,KG,2023-04-27,S
'1111044',BAR1,16500.0,KG,2023-04-27,S
'1111044',BAR1,225.0,KG,2023-04-27,S
'1111044',BAR1,775.0,KG,2023-04-27,S
'1111044',BAR1,6750.0,KG,2023-04-27,S
'1111044',BAR1,9000.0,KG,2023-04-27,S
'1111044',BAR1,300.0,KG,2023-04-27,S
'1111044',BAR1,16500.0,KG,2023-04-27,S
'1111044',BAR1,300.0,KG,2023-05-02,S
'1111044',BAR1,16500.0,KG,2023-05-02,S
'1111044',BAR1,300.0,KG,2023-05-02,S
'1111044',BAR1,16500.0,KG,2023-05-02,S
'1111044',BAR1,300.0,KG,2023-05-05,S
'1111044',BAR1,16500.0,KG,2023-05-05,S
'1111044',BAR1,300.0,KG,2023-05-08,S
'1111044',BAR1,16500.0,KG,2023-05-08,S
'1111044',BAR1,300.0,KG,2023-05-08,S
'1111044',BAR1,16500.0,KG,2023-05-08,S
'1111044',BAR1,16500.0,KG,2023-05-09,S
'1111044',BAR1,300.0,KG,2023-05-09,S
'1111044',BAR1,16500.0,KG,2023-05-12,S
'1111044',BAR1,300.0,KG,2023-05-12,S
'1111044',BAR1,16500.0,KG,2023-05-12,S
'1111044',BAR1,300.0,KG,2023-05-12,S
'1111044',BAR1,300.0,KG,2023-05-23,S
'1111044',BAR1,16500.0,KG,2023-05-23,S
'1111044',BAR1,300.0,KG,2023-05-23,S
'1111044',BAR1,16500.0,KG,2023-05-23,S
'1111044',BAR1,16500.0,KG,2023-05-23,S
'1111044',BAR1,300.0,KG,2023-05-23,S
'1111044',BAR1,300.0,KG,2023-05-24,S
'1111044',BAR1,16500.0,KG,2023-05-24,S
'1111044',BAR1,16500.0,KG,2023-05-24,S
'1111044',BAR1,575.0,KG,2023-05-24,S
'1111044',BAR1,275.0,KG,2023-06-01,H
'1111044',BAR1,16500.0,KG,2023-06-01,S
'1111044',BAR1,300.0,KG,2023-06-01,S
'1111044',BAR1,4000.0,KG,2023-06-19,H
'1111044',BAR1,13750.0,KG,2023-06-19,H
'1111044',BAR1,1000.0,KG,2023-06-19,H
'1111044',BAR1,16800.0,KG,2023-07-05,S
'1111044',BAR1,16800.0,KG,2023-07-05,S
'1111044',BAR1,16800.0,KG,2023-07-05,S
'1111044',BAR1,13600.0,KG,2023-07-14,S
'1111044',BAR1,400.0,KG,2023-07-14,S
'1111044',BAR1,16800.0,KG,2023-07-18,S
'1111044',BAR1,16800.0,KG,2023-07-18,S
'1111044',BAR1,575.0,KG,2023-07-18,S
'1111044',BAR1,16200.0,KG,2023-07-18,S
'1111044',BAR1,16800.0,KG,2023-07-19,S
'1111044',BAR1,200.0,KG,2023-07-20,S
'1111044',BAR1,13800.0,KG,2023-07-20,S
'1111044',BAR1,16800.0,KG,2023-07-20,S
'1111044',BAR1,16800.0,KG,2023-07-21,S
'1111044',BAR1,18750.0,KG,2023-08-15,H
'1111044',BAR1,7500.0,KG,2023-08-17,H
'1111044',BAR1,8750.0,KG,2023-08-19,H
'1111044',BAR1,16800.0,KG,2023-08-23,S
'1111044',BAR1,16800.0,KG,2023-08-23,S
'1111044',BAR1,750.0,KG,2023-08-28,H
'1111044',BAR1,16500.0,KG,2023-08-28,H
'1111044',BAR1,1500.0,KG,2023-08-28,H
'1111044',BAR1,18000.0,KG,2023-09-06,H
'1111044',BAR1,150.0,KG,2023-09-06,H
'1111044',BAR1,750.0,KG,2023-09-06,H
'1111044',BAR1,18750.0,KG,2023-09-06,H
'1111044',BAR1,16800.0,KG,2023-09-07,S
'1111044',BAR1,16800.0,KG,2023-09-07,S
'1111044',BAR1,18750.0,KG,2023-09-11,H
'1111044',BAR1,9800.0,KG,2023-09-13,H
'1111044',BAR1,8950.0,KG,2023-09-13,H
'1111044',BAR1,18750.0,KG,2023-09-14,H
'1111044',BAR1,18750.0,KG,2023-09-18,H
'1111044',BAR1,18750.0,KG,2023-09-18,H
'1111044',BAR1,18750.0,KG,2023-09-19,H
'1111044',BAR1,18750.0,KG,2023-09-25,H
'1111044',BAR1,18750.0,KG,2023-09-25,H
'1111044',BAR1,18750.0,KG,2023-09-26,H
'1111044',BAR1,18750.0,KG,2023-09-26,H
'1111044',BAR1,18750.0,KG,2023-10-02,H
'1111044',BAR1,18750.0,KG,2023-10-02,H
'1111044',BAR1,400.0,KG,2023-10-03,S
'1111044',BAR1,2400.0,KG,2023-10-03,S
'1111044',BAR1,10200.0,KG,2023-10-03,S
'1111044',BAR1,3600.0,KG,2023-10-03,S
'1111044',BAR1,16800.0,KG,2023-10-07,H
'1111044',BAR1,1950.0,KG,2023-10-07,H
'1111044',BAR1,18750.0,KG,2023-10-10,H
'1111044',BAR1,18750.0,KG,2023-10-10,H
'1111044',BAR1,16800.0,KG,2023-10-12,S
'1111044',BAR1,16800.0,KG,2023-10-12,S
'1111044',BAR1,25.0,KG,2023-10-19,H
'1111044',BAR1,18750.0,KG,2023-10-23,H
'1111044',BAR1,18750.0,KG,2023-10-23,H
'1111044',BAR1,18750.0,KG,2023-10-24,H
'1111044',BAR1,18750.0,KG,2023-10-24,H
'1111044',BAR1,16800.0,KG,2023-10-24,S
'1111044',BAR1,575.0,KG,2023-10-25,H
'1111044',BAR1,25.0,KG,2023-10-25,H
'1111044',BAR1,550.0,KG,2023-10-25,H
'1111044',BAR1,50.0,KG,2023-10-25,H
'1111044',BAR1,600.0,KG,2023-10-25,H
'1111044',BAR1,18750.0,KG,2023-10-30,H
'1111044',BAR1,18750.0,KG,2023-10-30,H
'1111044',BAR1,13800.0,KG,2023-10-30,S
'1111044',BAR1,2400.0,KG,2023-10-30,S
'1111044',BAR1,400.0,KG,2023-10-30,S
'1111044',BAR1,175.0,KG,2023-10-30,S
'1111044',BAR1,18750.0,KG,2023-10-31,H
'1111044',BAR1,18750.0,KG,2023-10-31,H
'1111044',BAR1,16800.0,KG,2023-11-01,S
'1111044',BAR1,18750.0,KG,2023-11-06,H
'1111044',BAR1,18750.0,KG,2023-11-06,H
'1111044',BAR1,2400.0,KG,2023-11-06,H
'1111044',BAR1,18750.0,KG,2023-11-07,H
'1111044',BAR1,16800.0,KG,2023-11-09,S
'1111044',BAR1,18750.0,KG,2023-11-14,H
'1111044',BAR1,18750.0,KG,2023-11-14,H
'1111044',BAR1,18750.0,KG,2023-11-14,H
'1111044',BAR1,18750.0,KG,2023-11-15,H
'1111044',BAR1,16800.0,KG,2023-11-16,S
'1111044',BAR1,16200.0,KG,2023-11-16,S
'1111044',BAR1,575.0,KG,2023-11-16,S
'1111044',BAR1,18750.0,KG,2023-11-17,H
'1111044',BAR1,16800.0,KG,2023-11-17,S
'1111044',BAR1,18750.0,KG,2023-11-18,H
'1111044',BAR1,18750.0,KG,2023-11-21,H
'1111044',BAR1,18750.0,KG,2023-11-21,H
'1111044',BAR1,18750.0,KG,2023-11-21,H
'1111044',BAR1,18750.0,KG,2023-11-21,H
'1111044',BAR1,18750.0,KG,2023-11-24,H
'1111044',BAR1,21000.0,KG,2023-11-27,H
'1111044',BAR1,21000.0,KG,2023-11-27,H
'1111044',BAR1,3600.0,KG,2023-12-06,H
'1111044',BAR1,16800.0,KG,2023-12-06,S
'1111044',BAR1,16800.0,KG,2023-12-08,S
'1111044',BAR1,16800.0,KG,2023-12-13,S
'1111044',BAR1,16800.0,KG,2023-12-15,H
'1111044',BAR1,16800.0,KG,2023-12-20,S
'1111044',BAR1,16800.0,KG,2023-12-21,S
'1111044',BAR1,16800.0,KG,2023-12-21,S
'1111044',BAR1,400.0,KG,2023-12-29,S
'1111044',BAR1,6600.0,KG,2023-12-29,S
'1111044',BAR1,9600.0,KG,2023-12-29,S
'1111044',BAR1,15600.0,KG,2024-01-04,H
'1111044',BAR1,3150.0,KG,2024-01-04,H
'1111044',BAR1,16800.0,KG,2024-01-04,S
'1111044',BAR1,16800.0,KG,2024-01-04,S
'1111044',BAR1,16800.0,KG,2024-01-05,S
'1111044',BAR1,16800.0,KG,2024-01-05,S
'1111044',BAR1,1200.0,KG,2024-01-08,S
'1111044',BAR1,15600.0,KG,2024-01-08,S
'1111044',BAR1,16800.0,KG,2024-01-08,S
'1111044',BAR1,575.0,KG,2024-01-10,S
'1111044',BAR1,16200.0,KG,2024-01-10,S
'1111044',BAR1,16800.0,KG,2024-01-11,S
'1111044',BAR1,16800.0,KG,2024-01-11,S
'1111044',BAR1,17400.0,KG,2024-01-12,H
'1111044',BAR1,1375.0,KG,2024-01-12,H
'1111044',BAR1,16800.0,KG,2024-01-12,S
'1111044',BAR1,16200.0,KG,2024-01-12,S
'1111044',BAR1,175.0,KG,2024-01-12,S
'1111044',BAR1,16800.0,KG,2024-01-12,S
'1111044',BAR1,15600.0,KG,2024-01-12,S
'1111044',BAR1,1150.0,KG,2024-01-12,S
'1111044',BAR1,16800.0,KG,2024-01-12,S
'1111044',BAR1,18000.0,KG,2024-01-19,H
'1111044',BAR1,575.0,KG,2024-01-19,H
'1111044',BAR1,175.0,KG,2024-01-19,H
'1111044',BAR1,16800.0,KG,2024-01-19,S
'1111044',BAR1,16800.0,KG,2024-01-19,S
'1111044',BAR1,16800.0,KG,2024-01-23,S
'1111044',BAR1,1675.0,KG,2024-01-24,S
'1111044',BAR1,575.0,KG,2024-01-24,S
'1111044',BAR1,11400.0,KG,2024-01-24,S
'1111044',BAR1,4800.0,KG,2024-01-24,S
'1111044',BAR1,11975.0,KG,2024-01-29,S
'1111044',BAR1,11975.0,KG,2024-01-29,H
'1111044',BAR1,4800.0,KG,2024-01-29,S
'1111044',BAR1,4800.0,KG,2024-01-29,H
'1111044',BAR1,16800.0,KG,2024-02-05,S
'1111044',BAR1,16800.0,KG,2024-02-05,S
'1111044',BAR1,600.0,KG,2024-02-06,H
'1111044',BAR1,16800.0,KG,2024-02-07,S
'1111044',BAR1,575.0,KG,2024-02-07,S
'1111044',BAR1,16200.0,KG,2024-02-07,S
'1111044',BAR1,16800.0,KG,2024-02-07,S
'1111044',BAR1,16800.0,KG,2024-02-09,S
'1111044',BAR1,16800.0,KG,2024-02-09,S
'1111044',BAR1,16800.0,KG,2024-02-13,S
'1111044',BAR1,16800.0,KG,2024-02-13,S
'1111044',BAR1,16200.0,KG,2024-02-13,S
'1111044',BAR1,475.0,KG,2024-02-13,S
'1111044',BAR1,18600.0,KG,2024-02-20,H
'1111044',BAR1,150.0,KG,2024-02-20,H
'1111044',BAR1,18000.0,KG,2024-02-21,H
'1111044',BAR1,750.0,KG,2024-02-21,H
'1111044',BAR1,16800.0,KG,2024-02-21,S
'1111044',BAR1,16800.0,KG,2024-02-21,S
'1111044',BAR1,11025.0,KG,2024-02-21,S
'1111044',BAR1,4200.0,KG,2024-02-21,S
'1111044',BAR1,1575.0,KG,2024-02-21,S
